"president_number","president","term_number","term_start","term_end","poll_start","poll_end","polling_institute","approval","disapproval","no_opinion","sample_size"
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-05-17,2022-05-20,"American Research Group",39,55,6,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-05-12,2022-05-16,"Associated Press/NORC Center",39,60,0,1017
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-05-12,2022-05-16,"Quinnipiac University",35,57,7,1586
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-05-09,2022-05-13,"NPR/PBS Newshour/Marist",39,56,6,1304
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-05-05,2022-05-10,"NBC News",39,56,5,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-05-05,2022-05-09,"Monmouth University",38,57,5,807
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-28,2022-05-01,"CNN",41,59,1,1007
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-28,2022-05-01,"Fox",45,53,2,1003
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-22,2022-04-29,"Marist",39,54,7,1170
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-24,2022-04-28,"ABC News / Washington Post",42,52,6,1004
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-19,2022-04-26,"NPR/PBS Newshour/Marist",41,51,8,1377
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-21,2022-04-25,"Quinnipiac University",38,52,10,1554
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-17,2022-04-20,"American Research Group",39,54,7,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-01,2022-04-19,"Gallup Organization",41,56,3,1018
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-14,2022-04-18,"Associated Press/NORC Center",45,54,0,1085
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-07,2022-04-11,"Quinnipiac University",33,54,13,1412
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-04-07,2022-04-10,"CNBC",38,53,9,800
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-31,2022-04-04,"Quinnipiac University",38,53,9,1436
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-25,2022-03-31,"Climate Nexus",44,53,4,1965
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-24,2022-03-28,"Quinnipiac University",36,55,10,1462
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-14,2022-03-24,"Marquette Law School",44,55,1,1004
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-18,2022-03-22,"NBC News",40,55,5,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-17,2022-03-21,"Associated Press/NORC Center",43,56,0,1082
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-18,2022-03-21,"Fox",45,54,1,1004
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-17,2022-03-20,"American Research Group",45,51,4,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-01,2022-03-18,"Gallup Organization",42,54,4,1017
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-10,2022-03-14,"Monmouth University",39,54,7,809
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-10,2022-03-14,"Quinnipiac University",38,53,9,1936
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-07,2022-03-13,"Pew",43,55,2,10441
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-04,2022-03-06,"Quinnipiac University",38,51,11,1374
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-03-01,2022-03-02,"NPR/PBS Newshour/Marist",48,50,3,1322
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-25,2022-02-27,"Quinnipiac University",37,52,11,1364
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-20,2022-02-24,"ABC News / Washington Post",38,55,7,1011
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-19,2022-02-22,"Fox",43,56,1,1001
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-15,2022-02-21,"NPR/PBS Newshour/Marist",39,55,6,1264
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-18,2022-02-21,"Associated Press/NORC Center",44,55,1,1289
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-16,2022-02-20,"Suffolk / USA Today",40,57,4,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-17,2022-02-20,"American Research Group",44,52,4,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-01,2022-02-17,"Gallup Organization",41,55,4,1008
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-02-10,2022-02-14,"Quinnipiac University",35,55,9,1321
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-10,2022-02-06,"CNN",41,58,1,1527
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-20,2022-01-24,"Monmouth University",39,54,7,794
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-17,2022-01-20,"American Research Group",43,53,4,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-16,2022-01-19,"Fox",47,52,1,1001
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-13,2022-01-18,"Associated Press/NORC Center",43,56,2,1161
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-14,2022-01-18,"NBC News",43,54,3,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-10,2022-01-17,"Pew",41,56,3,5128
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-03,2022-01-16,"Gallup Organization",40,56,4,811
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-07,2022-01-10,"Quinnipiac University",33,53,13,1313
46,"Joe Biden",1,2021-01-20,2025-01-20,2022-01-02,2022-01-04,"WG/Winning the Issues",46,44,10,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-27,2021-12-30,"Suffolk / USA Today",40,54,6,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-17,2021-12-20,"American Research Group",46,49,5,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-01,2021-12-16,"Gallup Organization",43,51,6,811
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-11,2021-12-14,"Fox",47,51,2,1002
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-11,2021-12-13,"NPR/PBS Newshour/Marist",41,55,3,1400
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-08,2021-12-12,"CNN",49,51,0,1256
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-02,2021-12-07,"Associated Press/NORC Center",48,51,1,1089
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-30,2021-12-06,"NPR/Marist",42,51,7,1172
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-12-02,2021-12-06,"Monmouth University",40,50,11,808
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-22,2021-11-24,"WG/Winning the Issues",42,47,12,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-17,2021-11-20,"American Research Group",44,50,6,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-16,2021-11-19,"NPR/Marist",42,50,8,1048
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-14,2021-11-17,"Fox",44,54,2,1003
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-01,2021-11-16,"Gallup Organization",42,55,3,815
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-11,2021-11-15,"Quinnipiac University",36,53,10,1378
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-01,2021-11-10,"Marquette Law School",49,51,1,1004
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-07,2021-11-10,"ABC News / Washington Post",41,53,6,1001
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-04,2021-11-08,"Monmouth University",42,50,9,811
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-03,2021-11-05,"Suffolk / USA Today",38,59,3,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-11-01,2021-11-04,"CNN",48,52,0,1004
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-23,2021-10-27,"Associated Press/NORC Center",50,49,1,1099
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-23,2021-10-26,"NBC News",42,54,4,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-21,2021-10-25,"Associated Press/NORC Center",48,51,1,1083
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-18,2021-10-22,"NPR/PBS Newshour/Marist",44,49,8,1209
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-17,2021-10-20,"American Research Group",47,47,6,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-01,2021-10-19,"Gallup Organization",42,52,6,823
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-16,2021-10-19,"Fox",46,53,0,1003
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-15,2021-10-18,"Quinnipiac University",37,52,12,1342
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-07,2021-10-11,"CNN",50,49,0,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-08,2021-10-10,"WG/Winning the Issues",38,51,11,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-10-01,2021-10-04,"Quinnipiac University",38,53,9,1326
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-20,2021-09-26,"NPR/PBS Newshour/Marist",45,46,9,1220
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-17,2021-09-20,"American Research Group",50,46,4,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-13,2021-09-19,"Pew",44,53,3,10371
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-01,2021-09-17,"Gallup Organization",43,53,4,1005
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-07,2021-09-16,"Marquette Law School",47,52,0,1411
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-12,2021-09-15,"Fox",50,49,1,1002
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-09,2021-09-13,"Monmouth University",46,46,8,802
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-09-10,2021-09-13,"Quinnipiac University",42,50,9,1210
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-03,2021-09-07,"CNN",52,48,0,2119
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-29,2021-09-01,"ABC News / Washington Post",44,51,5,1006
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-26,2021-08-31,"NPR/PBS Newshour/Marist",43,51,7,1241
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-19,2021-08-23,"Suffolk / USA Today",41,55,4,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-17,2021-08-20,"American Research Group",49,46,5,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-02,2021-08-17,"Gallup Organization",49,48,3,1006
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-08-07,2021-08-10,"Fox",53,46,2,1002
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-27,2021-08-02,"Quinnipiac University",46,43,12,1290
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-21,2021-07-29,"Marist",49,44,6,1132
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-16,2021-07-26,"Marquette Law School",58,42,NA,1010
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-21,2021-07-26,"Monmouth University",48,44,8,804
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-06,2021-07-21,"Gallup Organization",50,45,5,1007
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-17,2021-07-20,"American Research Group",53,43,4,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-15,2021-07-19,"Associated Press/NORC Center",59,41,NA,1308
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-07-08,2021-07-18,"Pew",55,43,2,10221
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-27,2021-06-30,"ABC News / Washington Post",50,42,8,907
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-22,2021-06-29,"NPR/PBS Newshour/Marist",50,43,7,1115
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-19,2021-06-22,"Fox",56,43,1,1001
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-17,2021-06-20,"American Research Group",52,43,5,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-01,2021-06-18,"Gallup Organization",56,42,2,1012
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-11,2021-06-15,"Climate Nexus",56,39,5,1525
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-09,2021-06-14,"Monmouth University",48,43,9,810
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-10,2021-06-14,"Associated Press/NORC Center",55,44,1,1125
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-06-07,2021-06-10,"WG/Winning the Issues",54,38,8,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-05-22,2021-05-25,"Fox",54,42,4,1003
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-05-18,2021-05-24,"Quinnipiac University",49,41,10,1316
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-05-17,2021-05-20,"American Research Group",57,37,6,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-05-03,2021-05-18,"Gallup Organization",54,40,6,1016
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-05-04,2021-05-10,"NPR/PBS Newshour/Marist",53,41,6,1249
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-29,2021-05-03,"Associated Press/NORC Center",63,36,1,1842
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-21,2021-04-26,"CNN",53,43,4,1004
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-01,2021-04-21,"Gallup Organization",57,40,3,961
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-18,2021-04-21,"Fox",54,43,3,1002
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-18,2021-04-21,"ABC News / Washington Post",52,42,6,1007
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-19,2021-04-21,"Marist",54,44,3,1809
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-17,2021-04-20,"American Research Group",59,35,6,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-17,2021-04-20,"NBC News",53,39,8,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-07,2021-04-13,"NPR/PBS Newshour/Marist",53,39,8,1266
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-08,2021-04-12,"Monmouth University",54,41,5,800
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-08,2021-04-12,"Quinnipiac University",48,42,10,1237
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-05,2021-04-11,"Pew",59,39,2,5109
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-04-07,2021-04-11,"WG/Winning the Issues",54,35,11,1000
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-22,2021-03-25,"NPR/Marist",52,40,8,1309
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-17,2021-03-22,"Climate Nexus",54,40,6,1310
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-17,2021-03-20,"American Research Group",60,34,6,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-01,2021-03-15,"Gallup Organization",54,42,5,1010
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-03,2021-03-08,"NPR/PBS Newshour/Marist",49,42,10,1227
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-03,2021-03-08,"CNN",51,41,7,1009
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-02-28,2021-03-07,"Climate Nexus",53,39,9,1624
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-03-01,2021-03-07,"Pew",54,42,4,12055
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-02-25,2021-03-01,"Monmouth University",51,42,8,802
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-02-25,2021-03-01,"Associated Press/NORC Center",60,40,0,1434
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-02-17,2021-02-20,"American Research Group",58,34,8,1100
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-02-03,2021-02-18,"Gallup Organization",56,40,5,1021
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-02-11,2021-02-14,"Quinnipiac University",50,38,13,1056
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-01-21,2021-02-02,"Gallup Organization",57,37,6,906
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-01-28,2021-02-01,"Associated Press/NORC Center",61,38,1,1055
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-01-28,2021-02-01,"Quinnipiac University",49,36,16,1075
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-01-24,2021-01-27,"Marist",49,35,16,1313
46,"Joe Biden",1,2021-01-20,2025-01-20,2021-01-21,2021-01-24,"Monmouth University",54,30,16,809
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-16,2021-01-19,"American Research Group",30,66,4,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-15,2021-01-17,"Quinnipiac University",34,61,5,1131
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-12,2021-01-15,"Suffolk / USA Today",41,54,6,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-09,2021-01-14,"CNN",34,62,4,1003
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-10,2021-01-13,"NBC News",43,55,2,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-10,2021-01-13,"ABC News / Washington Post",38,60,2,1002
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-11,2021-01-13,"NPR/PBS Newshour/Marist",38,57,5,1173
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-08,2021-01-12,"Pew",29,68,3,5360
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-07,2021-01-10,"Quinnipiac University",33,60,7,1239
47,"Donald Trump",1,2017-01-20,2021-01-20,2021-01-07,2021-01-07,"NPR/PBS Newshour/Marist",38,58,3,875
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-12-17,2020-12-20,"American Research Group",41,56,3,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-12-01,2020-12-17,"Gallup Organization",39,57,5,1018
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-12-06,2020-12-09,"Fox",47,52,2,1007
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-12-01,2020-12-07,"Quinnipiac University",44,51,5,978
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-12-03,2020-12-07,"Associated Press/NORC Center",40,58,1,1117
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-12-01,2020-12-06,"NPR/PBS Newshour/Marist",43,52,5,1065
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-11-17,2020-11-20,"American Research Group",41,55,4,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-11-05,2020-11-19,"Gallup Organization",43,55,2,1018
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-11-12,2020-11-16,"Monmouth University",46,51,3,810
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-29,2020-10-31,"NBC News/Wall Street Journal",45,52,3,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-27,2020-10-29,"Fox",46,54,1,1318
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-16,2020-10-27,"Gallup Organization",46,52,1,1018
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-23,2020-10-27,"Suffolk / USA Today",44,53,4,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-23,2020-10-26,"WG/Winning the Issues",46,47,7,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-23,2020-10-26,"CNN",42,55,4,1005
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-21,2020-10-24,"CNBC",42,53,5,800
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-17,2020-10-20,"American Research Group",35,60,5,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-16,2020-10-19,"Quinnipiac University",41,55,4,1426
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-30,2020-10-15,"Gallup Organization",43,55,2,1035
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-08,2020-10-13,"NPR/PBS Newshour/Marist",41,53,6,1397
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-07,2020-10-12,"Kaiser Family Foundation",44,54,2,1207
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-08,2020-10-12,"CNN",39,61,0,1121
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-09,2020-10-12,"NBC News/Wall Street Journal",44,54,2,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-06,2020-10-09,"ABC News / Washington Post",45,54,4,879
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-03,2020-10-06,"Fox",47,52,1,1107
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-10-01,2020-10-04,"CNN",40,57,3,1205
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-30,2020-10-01,"NBC News/Wall Street Journal",43,55,2,800
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-26,2020-09-30,"WG/Winning the Issues",42,51,7,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-14,2020-09-28,"Gallup Organization",46,52,2,1023
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-21,2020-09-24,"ABC News / Washington Post",44,53,2,1008
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-17,2020-09-21,"Quinnipiac University",43,53,3,1302
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-17,2020-09-20,"American Research Group",35,59,6,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-11,2020-09-16,"NPR/PBS Newshour/Marist",40,52,8,1152
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-13,2020-09-16,"NBC News/Wall Street Journal",45,53,2,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-11,2020-09-14,"Associated Press/NORC Center",43,56,1,1108
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-31,2020-09-13,"Gallup Organization",42,56,2,1019
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-07,2020-09-10,"Fox",48,51,1,1311
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-09-03,2020-09-08,"Monmouth University",41,53,5,867
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-28,2020-09-03,"Kaiser Family Foundation",45,52,3,1199
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-28,2020-09-01,"CNN",41,53,7,1106
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-28,2020-08-31,"Suffolk / USA Today",45,52,3,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-28,2020-08-31,"Quinnipiac University",43,54,3,1081
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-17,2020-08-20,"American Research Group",38,59,3,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-12,2020-08-15,"ABC News / Washington Post",43,55,2,1001
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-12,2020-08-15,"CNN",42,54,3,1001
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-30,2020-08-12,"Gallup Organization",42,55,4,1031
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-09,2020-08-12,"Fox",44,54,1,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-09,2020-08-12,"NBC News/Wall Street Journal",44,53,3,900
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-03,2020-08-11,"NPR/PBS Newshour/Marist",39,54,7,1261
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-08-06,2020-08-10,"Monmouth University",41,53,7,868
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-27,2020-08-02,"Pew",38,59,3,11001
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-01,2020-07-23,"Gallup Organization",41,56,3,1007
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-16,2020-07-20,"Associated Press/NORC Center",38,61,1,1057
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-17,2020-07-20,"American Research Group",36,60,4,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-14,2020-07-19,"Kaiser Family Foundation",40,56,4,1313
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-16,2020-07-18,"WG/Winning the Issues",41,48,11,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-12,2020-07-15,"Fox",45,54,1,1104
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-12,2020-07-15,"ABC News / Washington Post",39,57,3,1006
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-09,2020-07-13,"Quinnipiac University",36,60,4,1273
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-07,2020-07-12,"PRRI",38,59,3,1003
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-07-09,2020-07-12,"NBC News/Wall Street Journal",42,56,2,900
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-26,2020-06-30,"Monmouth University",41,53,7,867
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-25,2020-06-29,"Suffolk / USA Today",40,58,2,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-22,2020-06-24,"NPR/PBS Newshour/Marist",40,58,2,1640
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-16,2020-06-22,"Pew",39,59,2,4708
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-19,2020-06-22,"CNBC",39,52,9,800
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-17,2020-06-20,"American Research Group",38,58,4,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-13,2020-06-16,"Fox",44,55,1,1343
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-11,2020-06-15,"Associated Press/NORC Center",39,60,2,1310
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-11,2020-06-15,"Quinnipiac University",42,55,3,1332
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-13,2020-06-15,"WG/Winning the Issues",39,50,11,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-08,2020-06-14,"Kaiser Family Foundation",40,56,5,1296
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-02,2020-06-05,"CNN",38,57,5,1259
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-05-28,2020-06-04,"Gallup Organization",39,57,4,1034
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-06-02,2020-06-03,"NPR/PBS Newshour/Marist",41,55,4,1062
47,"Donald Trump",1,2017-01-20,2021-01-20,2020-05-28,2020-06-02,"NBC News/Wall Street Journal",45,53,2,1000
